cve_id,model,total_tests,successful_tests,accuracy
CVE-2014-125019,openai-gpt-oss-20b:free,2,1,0.5
CVE-2014-125020,anthropic-claude-3.5-sonnet,3,3,1.0
CVE-2014-125020,deepseek-deepseek-r1-0528-qwen3-8b:free,3,0,0.0
CVE-2014-125020,google-gemini-2.5-pro,3,2,0.6666666666666666
CVE-2014-125020,meta-llama-llama-3-70b-instruct,3,0,0.0
CVE-2014-125020,mistralai-codestral-2508,3,1,0.3333333333333333
CVE-2014-125020,moonshotai-kimi-k2:free,3,3,1.0
CVE-2014-125020,nousresearch-deephermes-3-mistral-24b-preview,3,2,0.6666666666666666
CVE-2014-125020,openai-gpt-oss-20b:free,3,2,0.6666666666666666
CVE-2014-125021,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2014-125021,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2014-125021,google-gemini-2.5-pro,1,1,1.0
CVE-2014-125021,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2014-125021,mistralai-codestral-2508,1,0,0.0
CVE-2014-125021,moonshotai-kimi-k2:free,1,0,0.0
CVE-2014-125021,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2014-125021,openai-gpt-oss-20b:free,1,1,1.0
CVE-2014-125022,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2014-125022,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2014-125022,google-gemini-2.5-pro,1,1,1.0
CVE-2014-125022,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2014-125022,mistralai-codestral-2508,1,1,1.0
CVE-2014-125022,moonshotai-kimi-k2:free,1,1,1.0
CVE-2014-125022,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2014-125022,openai-gpt-oss-20b:free,1,1,1.0
CVE-2014-125023,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2014-125023,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2014-125023,google-gemini-2.5-pro,1,1,1.0
CVE-2014-125023,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2014-125023,mistralai-codestral-2508,1,1,1.0
CVE-2014-125023,moonshotai-kimi-k2:free,1,1,1.0
CVE-2014-125023,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2014-125023,openai-gpt-oss-20b:free,1,1,1.0
CVE-2014-125024,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2014-125024,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2014-125024,google-gemini-2.5-pro,1,1,1.0
CVE-2014-125024,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2014-125024,mistralai-codestral-2508,1,1,1.0
CVE-2014-125024,moonshotai-kimi-k2:free,1,1,1.0
CVE-2014-125024,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2014-125024,openai-gpt-oss-20b:free,1,1,1.0
CVE-2014-125025,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2014-125025,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2014-125025,google-gemini-2.5-pro,1,1,1.0
CVE-2014-125025,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2014-125025,mistralai-codestral-2508,1,0,0.0
CVE-2014-125025,moonshotai-kimi-k2:free,1,1,1.0
CVE-2014-125025,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2014-125025,openai-gpt-oss-20b:free,1,1,1.0
CVE-2015-8994,anthropic-claude-3.5-sonnet,6,2,0.3333333333333333
CVE-2015-8994,meta-llama-llama-3-70b-instruct,6,3,0.5
CVE-2015-8994,mistralai-codestral-2508,6,4,0.6666666666666666
CVE-2015-8994,moonshotai-kimi-k2:free,6,3,0.5
CVE-2015-8994,nousresearch-deephermes-3-mistral-24b-preview,6,3,0.5
CVE-2015-8994,openai-gpt-oss-20b:free,6,6,1.0
CVE-2015-9289,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2015-9289,deepseek-deepseek-r1-0528-qwen3-8b:free,1,0,0.0
CVE-2015-9289,google-gemini-2.5-pro,1,1,1.0
CVE-2015-9289,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2015-9289,mistralai-codestral-2508,1,1,1.0
CVE-2015-9289,moonshotai-kimi-k2:free,1,0,0.0
CVE-2015-9289,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2015-9289,openai-gpt-oss-20b:free,1,0,0.0
CVE-2015-9290,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2015-9290,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2015-9290,google-gemini-2.5-pro,1,1,1.0
CVE-2015-9290,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2015-9290,mistralai-codestral-2508,1,0,0.0
CVE-2015-9290,moonshotai-kimi-k2:free,1,1,1.0
CVE-2015-9290,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2015-9290,openai-gpt-oss-20b:free,1,1,1.0
CVE-2015-9381,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2015-9381,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2015-9381,google-gemini-2.5-pro,1,0,0.0
CVE-2015-9381,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2015-9381,mistralai-codestral-2508,1,1,1.0
CVE-2015-9381,moonshotai-kimi-k2:free,1,0,0.0
CVE-2015-9381,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2015-9381,openai-gpt-oss-20b:free,1,1,1.0
CVE-2015-9382,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2015-9382,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2015-9382,google-gemini-2.5-pro,1,1,1.0
CVE-2015-9382,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2015-9382,mistralai-codestral-2508,1,1,1.0
CVE-2015-9382,moonshotai-kimi-k2:free,1,1,1.0
CVE-2015-9382,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2015-9382,openai-gpt-oss-20b:free,1,1,1.0
CVE-2015-9383,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2015-9383,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2015-9383,google-gemini-2.5-pro,1,1,1.0
CVE-2015-9383,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2015-9383,mistralai-codestral-2508,1,1,1.0
CVE-2015-9383,moonshotai-kimi-k2:free,1,1,1.0
CVE-2015-9383,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2015-9383,openai-gpt-oss-20b:free,1,1,1.0
CVE-2016-10151,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2016-10151,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2016-10151,mistralai-codestral-2508,1,1,1.0
CVE-2016-10151,moonshotai-kimi-k2:free,1,0,0.0
CVE-2016-10151,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2016-10151,openai-gpt-oss-20b:free,1,1,1.0
CVE-2016-10749,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2016-10749,deepseek-deepseek-r1-0528-qwen3-8b:free,1,0,0.0
CVE-2016-10749,google-gemini-2.5-pro,1,1,1.0
CVE-2016-10749,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2016-10749,mistralai-codestral-2508,1,1,1.0
CVE-2016-10749,moonshotai-kimi-k2:free,1,1,1.0
CVE-2016-10749,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2016-10749,openai-gpt-oss-20b:free,1,1,1.0
CVE-2016-10764,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2016-10764,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2016-10764,google-gemini-2.5-pro,1,1,1.0
CVE-2016-10764,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2016-10764,mistralai-codestral-2508,1,1,1.0
CVE-2016-10764,moonshotai-kimi-k2:free,1,1,1.0
CVE-2016-10764,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2016-10764,openai-gpt-oss-20b:free,1,1,1.0
CVE-2016-10905,anthropic-claude-3.5-sonnet,2,2,1.0
CVE-2016-10905,deepseek-deepseek-r1-0528-qwen3-8b:free,2,1,0.5
CVE-2016-10905,google-gemini-2.5-pro,2,2,1.0
CVE-2016-10905,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2016-10905,mistralai-codestral-2508,2,2,1.0
CVE-2016-10905,moonshotai-kimi-k2:free,2,0,0.0
CVE-2016-10905,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2016-10905,openai-gpt-oss-20b:free,2,1,0.5
CVE-2016-10906,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2016-10906,deepseek-deepseek-r1-0528-qwen3-8b:free,2,2,1.0
CVE-2016-10906,google-gemini-2.5-pro,2,1,0.5
CVE-2016-10906,meta-llama-llama-3-70b-instruct,2,1,0.5
CVE-2016-10906,mistralai-codestral-2508,2,2,1.0
CVE-2016-10906,moonshotai-kimi-k2:free,2,2,1.0
CVE-2016-10906,nousresearch-deephermes-3-mistral-24b-preview,2,0,0.0
CVE-2016-10906,openai-gpt-oss-20b:free,2,2,1.0
CVE-2016-10907,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2016-10907,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2016-10907,google-gemini-2.5-pro,1,1,1.0
CVE-2016-10907,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2016-10907,mistralai-codestral-2508,1,1,1.0
CVE-2016-10907,moonshotai-kimi-k2:free,1,1,1.0
CVE-2016-10907,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2016-10907,openai-gpt-oss-20b:free,1,1,1.0
CVE-2016-2538,anthropic-claude-3.5-sonnet,3,3,1.0
CVE-2016-2538,deepseek-deepseek-r1-0528-qwen3-8b:free,3,0,0.0
CVE-2016-2538,google-gemini-2.5-pro,3,3,1.0
CVE-2016-2538,meta-llama-llama-3-70b-instruct,3,3,1.0
CVE-2016-2538,mistralai-codestral-2508,3,3,1.0
CVE-2016-2538,moonshotai-kimi-k2:free,3,1,0.3333333333333333
CVE-2016-2538,nousresearch-deephermes-3-mistral-24b-preview,3,1,0.3333333333333333
CVE-2016-2538,openai-gpt-oss-20b:free,3,3,1.0
CVE-2016-2841,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2016-2841,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2016-2841,google-gemini-2.5-pro,1,1,1.0
CVE-2016-2841,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2016-2841,mistralai-codestral-2508,1,1,1.0
CVE-2016-2841,moonshotai-kimi-k2:free,1,1,1.0
CVE-2016-2841,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2016-2841,openai-gpt-oss-20b:free,1,1,1.0
CVE-2016-3062,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2016-3062,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2016-3062,google-gemini-2.5-pro,1,1,1.0
CVE-2016-3062,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2016-3062,mistralai-codestral-2508,1,1,1.0
CVE-2016-3062,moonshotai-kimi-k2:free,1,1,1.0
CVE-2016-3062,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2016-3062,openai-gpt-oss-20b:free,1,1,1.0
CVE-2016-4817,anthropic-claude-3.5-sonnet,3,1,0.3333333333333333
CVE-2016-4817,deepseek-deepseek-r1-0528-qwen3-8b:free,3,2,0.6666666666666666
CVE-2016-4817,google-gemini-2.5-pro,3,1,0.3333333333333333
CVE-2016-4817,meta-llama-llama-3-70b-instruct,3,1,0.3333333333333333
CVE-2016-4817,mistralai-codestral-2508,3,3,1.0
CVE-2016-4817,moonshotai-kimi-k2:free,3,0,0.0
CVE-2016-4817,nousresearch-deephermes-3-mistral-24b-preview,3,1,0.3333333333333333
CVE-2016-4817,openai-gpt-oss-20b:free,3,3,1.0
CVE-2016-7151,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2016-7151,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2016-7151,google-gemini-2.5-pro,1,1,1.0
CVE-2016-7151,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2016-7151,mistralai-codestral-2508,1,1,1.0
CVE-2016-7151,moonshotai-kimi-k2:free,1,1,1.0
CVE-2016-7151,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2016-7151,openai-gpt-oss-20b:free,1,1,1.0
CVE-2016-7398,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2016-7398,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2016-7398,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2016-7398,mistralai-codestral-2508,1,1,1.0
CVE-2016-7398,moonshotai-kimi-k2:free,1,1,1.0
CVE-2016-7398,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2016-7398,openai-gpt-oss-20b:free,1,1,1.0
CVE-2017-12806,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2017-12806,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2017-12806,google-gemini-2.5-pro,1,0,0.0
CVE-2017-12806,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2017-12806,mistralai-codestral-2508,1,1,1.0
CVE-2017-12806,moonshotai-kimi-k2:free,1,0,0.0
CVE-2017-12806,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-12806,openai-gpt-oss-20b:free,1,0,0.0
CVE-2017-14201,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2017-14201,deepseek-deepseek-r1-0528-qwen3-8b:free,2,2,1.0
CVE-2017-14201,google-gemini-2.5-pro,2,1,0.5
CVE-2017-14201,meta-llama-llama-3-70b-instruct,2,1,0.5
CVE-2017-14201,mistralai-codestral-2508,2,2,1.0
CVE-2017-14201,moonshotai-kimi-k2:free,2,0,0.0
CVE-2017-14201,nousresearch-deephermes-3-mistral-24b-preview,2,2,1.0
CVE-2017-14201,openai-gpt-oss-20b:free,2,2,1.0
CVE-2017-15652,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2017-15652,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2017-15652,google-gemini-2.5-pro,1,1,1.0
CVE-2017-15652,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2017-15652,mistralai-codestral-2508,1,1,1.0
CVE-2017-15652,moonshotai-kimi-k2:free,1,0,0.0
CVE-2017-15652,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-15652,openai-gpt-oss-20b:free,1,0,0.0
CVE-2017-18379,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2017-18379,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2017-18379,google-gemini-2.5-pro,1,1,1.0
CVE-2017-18379,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2017-18379,mistralai-codestral-2508,1,0,0.0
CVE-2017-18379,moonshotai-kimi-k2:free,1,1,1.0
CVE-2017-18379,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-18379,openai-gpt-oss-20b:free,1,1,1.0
CVE-2017-18509,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2017-18509,deepseek-deepseek-r1-0528-qwen3-8b:free,2,1,0.5
CVE-2017-18509,google-gemini-2.5-pro,2,2,1.0
CVE-2017-18509,meta-llama-llama-3-70b-instruct,2,1,0.5
CVE-2017-18509,mistralai-codestral-2508,2,1,0.5
CVE-2017-18509,moonshotai-kimi-k2:free,2,1,0.5
CVE-2017-18509,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2017-18509,openai-gpt-oss-20b:free,2,1,0.5
CVE-2017-18549,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2017-18549,deepseek-deepseek-r1-0528-qwen3-8b:free,2,2,1.0
CVE-2017-18549,google-gemini-2.5-pro,2,2,1.0
CVE-2017-18549,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2017-18549,mistralai-codestral-2508,2,0,0.0
CVE-2017-18549,moonshotai-kimi-k2:free,2,2,1.0
CVE-2017-18549,nousresearch-deephermes-3-mistral-24b-preview,2,2,1.0
CVE-2017-18549,openai-gpt-oss-20b:free,2,2,1.0
CVE-2017-18551,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2017-18551,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2017-18551,google-gemini-2.5-pro,1,1,1.0
CVE-2017-18551,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2017-18551,mistralai-codestral-2508,1,1,1.0
CVE-2017-18551,moonshotai-kimi-k2:free,1,0,0.0
CVE-2017-18551,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-18551,openai-gpt-oss-20b:free,1,0,0.0
CVE-2017-18552,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2017-18552,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2017-18552,google-gemini-2.5-pro,1,1,1.0
CVE-2017-18552,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2017-18552,mistralai-codestral-2508,1,1,1.0
CVE-2017-18552,moonshotai-kimi-k2:free,1,1,1.0
CVE-2017-18552,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-18552,openai-gpt-oss-20b:free,1,1,1.0
CVE-2017-18594,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2017-18594,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2017-18594,google-gemini-2.5-pro,1,1,1.0
CVE-2017-18594,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2017-18594,mistralai-codestral-2508,1,1,1.0
CVE-2017-18594,moonshotai-kimi-k2:free,1,0,0.0
CVE-2017-18594,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-18594,openai-gpt-oss-20b:free,1,1,1.0
CVE-2017-18595,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2017-18595,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2017-18595,google-gemini-2.5-pro,1,1,1.0
CVE-2017-18595,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2017-18595,mistralai-codestral-2508,1,0,0.0
CVE-2017-18595,moonshotai-kimi-k2:free,1,0,0.0
CVE-2017-18595,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-18595,openai-gpt-oss-20b:free,1,1,1.0
CVE-2017-6062,anthropic-claude-3.5-sonnet,2,2,1.0
CVE-2017-6062,meta-llama-llama-3-70b-instruct,2,1,0.5
CVE-2017-6062,mistralai-codestral-2508,2,1,0.5
CVE-2017-6062,moonshotai-kimi-k2:free,2,1,0.5
CVE-2017-6062,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2017-6062,openai-gpt-oss-20b:free,2,1,0.5
CVE-2017-6319,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2017-6319,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2017-6319,mistralai-codestral-2508,1,1,1.0
CVE-2017-6319,moonshotai-kimi-k2:free,1,0,0.0
CVE-2017-6319,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-6319,openai-gpt-oss-20b:free,1,0,0.0
CVE-2017-6345,anthropic-claude-3.5-sonnet,2,2,1.0
CVE-2017-6345,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2017-6345,mistralai-codestral-2508,2,1,0.5
CVE-2017-6345,moonshotai-kimi-k2:free,2,1,0.5
CVE-2017-6345,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2017-6345,openai-gpt-oss-20b:free,2,2,1.0
CVE-2017-6346,anthropic-claude-3.5-sonnet,2,2,1.0
CVE-2017-6346,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2017-6346,mistralai-codestral-2508,2,2,1.0
CVE-2017-6346,moonshotai-kimi-k2:free,2,0,0.0
CVE-2017-6346,nousresearch-deephermes-3-mistral-24b-preview,2,2,1.0
CVE-2017-6346,openai-gpt-oss-20b:free,2,1,0.5
CVE-2017-6347,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2017-6347,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2017-6347,mistralai-codestral-2508,1,0,0.0
CVE-2017-6347,moonshotai-kimi-k2:free,1,0,0.0
CVE-2017-6347,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2017-6347,openai-gpt-oss-20b:free,1,1,1.0
CVE-2017-6348,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2017-6348,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2017-6348,mistralai-codestral-2508,1,0,0.0
CVE-2017-6348,moonshotai-kimi-k2:free,1,0,0.0
CVE-2017-6348,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2017-6348,openai-gpt-oss-20b:free,1,1,1.0
CVE-2017-6353,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2017-6353,meta-llama-llama-3-70b-instruct,2,0,0.0
CVE-2017-6353,mistralai-codestral-2508,2,2,1.0
CVE-2017-6353,moonshotai-kimi-k2:free,2,1,0.5
CVE-2017-6353,nousresearch-deephermes-3-mistral-24b-preview,2,0,0.0
CVE-2017-6353,openai-gpt-oss-20b:free,2,1,0.5
CVE-2017-6384,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2017-6384,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2017-6384,mistralai-codestral-2508,1,1,1.0
CVE-2017-6384,moonshotai-kimi-k2:free,1,1,1.0
CVE-2017-6384,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2017-6384,openai-gpt-oss-20b:free,1,1,1.0
