cve_id,success
CVE-2019-11596,False
CVE-2019-11598,True
CVE-2019-3560,True
CVE-2019-3561,True
CVE-2019-3563,True
CVE-2019-11599,True
CVE-2019-11599,True
CVE-2019-11599,False
CVE-2019-11599,True
CVE-2019-11599,True
CVE-2019-11599,True
CVE-2019-11599,True
CVE-2019-10131,True
CVE-2019-11683,True
CVE-2019-11036,True
CVE-2019-3552,True
CVE-2019-3565,False
CVE-2018-20836,False
CVE-2018-20836,False
CVE-2019-11810,True
CVE-2019-11811,False
CVE-2019-11811,True
CVE-2019-11811,False
CVE-2019-11815,False
CVE-2019-11835,False
CVE-2019-11837,True
CVE-2019-11838,False
CVE-2019-11838,True
CVE-2017-12806,False
CVE-2019-11884,True
CVE-2019-11833,True
CVE-2019-11833,True
CVE-2016-7151,True
CVE-2019-1010258,True
CVE-2019-1010258,True
CVE-2019-12098,True
CVE-2019-12106,True
CVE-2019-12107,True
CVE-2019-12108,True
CVE-2019-12108,True
CVE-2019-12110,False
CVE-2019-12111,True
CVE-2018-7191,True
CVE-2018-7191,True
CVE-2018-7191,False
CVE-2019-12206,True
CVE-2019-12206,False
CVE-2019-12207,True
CVE-2019-12208,False
CVE-2019-12208,True
CVE-2019-12293,True
CVE-2019-12295,False
CVE-2019-12295,False
CVE-2019-12298,True
CVE-2017-15652,False
CVE-2019-12312,True
CVE-2019-12155,True
CVE-2019-12378,True
CVE-2019-12379,False
CVE-2019-12379,True
CVE-2019-12380,True
CVE-2019-12381,True
CVE-2019-12382,True
CVE-2019-12439,True
CVE-2019-12447,False
CVE-2019-12447,False
CVE-2019-12447,False
CVE-2019-12447,False
CVE-2019-12448,False
CVE-2019-12448,False
CVE-2019-12449,True
CVE-2019-12450,True
CVE-2019-12454,True
CVE-2019-12455,False
CVE-2019-12456,True
CVE-2018-20840,False
CVE-2019-12481,True
CVE-2019-12481,True
CVE-2019-12481,False
CVE-2019-12481,True
CVE-2019-12481,True
CVE-2019-12481,True
CVE-2019-12499,True
CVE-2019-12499,False
CVE-2018-20815,False
CVE-2019-10069,True
CVE-2019-10069,False
CVE-2019-10069,True
CVE-2019-12589,True
CVE-2019-12589,True
CVE-2019-12589,True
CVE-2019-12614,True
CVE-2019-12615,True
CVE-2019-12730,True
CVE-2019-12209,True
CVE-2019-12210,True
CVE-2019-12210,True
CVE-2019-12210,True
CVE-2019-12735,True
CVE-2019-12735,True
CVE-2019-12790,True
CVE-2019-12795,False
CVE-2019-12795,False
CVE-2019-12795,False
CVE-2019-12798,True
CVE-2019-12802,True
CVE-2019-12818,True
CVE-2019-12818,True
CVE-2019-12818,False
CVE-2019-12819,True
CVE-2019-12816,True
CVE-2019-12816,True
CVE-2019-12816,True
CVE-2019-12816,True
CVE-2019-12829,True
CVE-2019-12829,True
CVE-2019-12829,True
CVE-2019-12829,False
CVE-2019-12829,False
CVE-2019-12829,True
CVE-2019-12835,True
CVE-2019-12835,False
CVE-2019-12865,False
CVE-2018-18836,True
CVE-2018-18836,False
CVE-2012-6711,True
CVE-2012-6711,False
CVE-2019-11038,True
CVE-2019-11038,True
CVE-2019-11038,True
CVE-2019-11039,True
CVE-2019-11040,True
CVE-2019-11477,True
CVE-2019-11477,False
CVE-2019-11477,True
CVE-2019-11477,True
CVE-2019-11477,False
CVE-2019-11478,True
CVE-2019-11479,True
CVE-2019-11479,False
CVE-2019-11479,True
CVE-2019-12904,True
CVE-2019-12904,True
CVE-2019-12904,False
CVE-2019-12904,False
CVE-2019-12904,False
CVE-2019-12904,True
CVE-2019-12904,True
CVE-2018-20843,True
CVE-2019-12951,False
CVE-2019-12951,False
CVE-2019-12817,True
CVE-2019-12972,True
CVE-2019-3569,False
CVE-2018-20845,True
CVE-2018-20845,True
CVE-2018-20845,True
CVE-2018-20846,True
CVE-2018-20846,False
CVE-2018-20846,True
CVE-2018-20846,True
CVE-2018-20846,True
CVE-2018-20847,False
CVE-2018-20847,False
CVE-2018-20847,False
CVE-2019-12974,False
CVE-2019-12974,True
CVE-2019-12975,False
CVE-2019-12976,True
CVE-2019-12977,False
CVE-2019-12978,True
CVE-2019-12979,True
CVE-2019-12980,True
CVE-2019-12981,True
CVE-2019-12982,False
CVE-2019-12984,True
CVE-2019-13012,True
CVE-2019-13012,False
CVE-2019-13012,True
CVE-2019-13012,False
CVE-2019-13012,False
CVE-2019-13012,False
CVE-2019-13012,True
CVE-2019-13012,True
CVE-2019-13012,True
CVE-2019-13012,False
CVE-2019-13012,False
CVE-2019-13012,True
CVE-2019-13012,True
CVE-2019-13038,False
CVE-2019-13038,True
CVE-2019-13038,True
CVE-2019-13038,False
CVE-2019-13038,True
CVE-2019-13038,True
CVE-2019-13038,True
CVE-2019-13038,True
CVE-2019-13067,False
CVE-2019-13067,True
CVE-2019-13067,False
CVE-2019-13108,True
CVE-2019-13108,False
CVE-2019-13109,True
CVE-2019-13110,False
CVE-2019-13113,False
CVE-2019-13117,True
CVE-2019-13118,True
CVE-2019-13133,False
CVE-2019-13135,False
CVE-2019-13136,True
CVE-2019-13137,True
CVE-2019-13164,True
CVE-2019-13164,True
CVE-2019-13226,False
CVE-2019-13226,False
CVE-2019-13226,True
CVE-2019-13226,False
CVE-2019-13226,True
CVE-2019-13226,False
CVE-2019-13233,True
CVE-2019-13233,True
CVE-2019-13233,True
CVE-2019-13233,True
CVE-2019-13290,True
CVE-2019-13290,True
CVE-2019-13295,False
CVE-2019-13297,True
CVE-2019-13298,True
CVE-2019-13298,True
CVE-2019-13299,False
CVE-2019-13300,False
CVE-2019-13301,True
CVE-2019-13302,True
CVE-2019-13307,False
CVE-2019-13308,True
CVE-2019-13345,True
CVE-2019-13345,True
CVE-2019-13345,True
CVE-2019-13351,True
CVE-2019-13351,True
CVE-2019-10638,True
CVE-2019-10638,True
CVE-2019-10638,True
CVE-2019-10638,True
CVE-2019-10638,False
CVE-2019-10638,False
CVE-2019-10638,False
CVE-2019-10638,False
CVE-2019-13362,True
CVE-2019-13391,True
CVE-2019-13391,False
CVE-2019-13454,True
CVE-2019-13224,True
CVE-2019-13225,False
CVE-2019-13225,True
CVE-2019-13503,True
CVE-2019-1010315,True
CVE-2019-1010317,True
CVE-2019-1010319,True
CVE-2019-1010305,False
CVE-2019-1010044,False
CVE-2019-1010293,True
CVE-2019-1010294,False
CVE-2019-1010295,True
CVE-2019-1010295,True
CVE-2019-1010296,True
CVE-2019-1010297,True
CVE-2019-1010297,True
CVE-2019-1010298,True
CVE-2019-1010298,True
CVE-2019-1010300,True
CVE-2019-1010057,False
CVE-2019-1010057,True
CVE-2019-1010057,False
CVE-2019-1010292,True
CVE-2019-13615,False
CVE-2019-13615,True
CVE-2019-13617,True
CVE-2019-13618,False
CVE-2019-13618,False
CVE-2019-13618,True
CVE-2019-13115,True
CVE-2019-13115,True
CVE-2019-13272,False
CVE-2019-13619,True
CVE-2019-1010283,False
CVE-2019-13640,True
CVE-2019-1010069,False
CVE-2019-1010065,False
CVE-2019-1010251,True
CVE-2019-1010251,True
CVE-2019-1010251,True
CVE-2019-1010251,True
CVE-2019-1010251,True
CVE-2019-1010279,True
CVE-2019-1010247,True
CVE-2019-1010238,True
CVE-2019-1010239,True
CVE-2019-12815,True
CVE-2019-12815,True
CVE-2019-14241,False
CVE-2019-14241,True
CVE-2019-1010176,True
CVE-2019-11921,True
CVE-2019-11921,True
CVE-2019-11922,True
CVE-2019-11922,True
CVE-2019-11922,False
CVE-2019-11922,True
CVE-2018-20854,True
CVE-2018-20854,True
CVE-2018-20855,False
CVE-2018-20856,False
CVE-2019-14283,True
CVE-2019-14284,True
CVE-2019-14284,True
CVE-2019-14295,True
CVE-2019-14296,False
CVE-2007-6762,True
CVE-2010-5331,False
CVE-2010-5332,True
CVE-2010-5332,False
CVE-2011-5327,False
CVE-2012-6712,False
CVE-2012-6712,True
CVE-2015-9289,True
CVE-2016-10764,True
CVE-2017-18379,True
CVE-2019-14323,True
CVE-2015-9290,True
CVE-2019-14452,True
CVE-2019-14452,True
CVE-2019-14452,True
CVE-2019-14459,True
CVE-2019-14459,True
CVE-2019-14462,True
CVE-2019-14464,False
CVE-2019-14465,True
CVE-2019-14491,True
CVE-2019-14491,True
CVE-2019-14491,True
CVE-2019-14493,False
CVE-2019-14493,True
CVE-2019-14493,True
CVE-2019-14493,True
CVE-2019-14493,True
CVE-2019-14493,True
CVE-2019-14493,True
CVE-2019-14493,True
CVE-2019-14493,True
CVE-2019-14493,True
CVE-2019-14493,False
CVE-2019-14493,True
CVE-2019-14493,False
CVE-2019-14494,True
CVE-2019-14495,True
CVE-2019-14496,False
CVE-2019-14523,True
CVE-2019-14523,True
CVE-2019-14524,False
CVE-2019-14524,True
CVE-2019-14691,True
CVE-2019-14691,True
CVE-2019-14691,True
CVE-2019-14692,True
